Bod1Cis, Bod2Cis, CasCesty, Dlzka, Druh, Hmot, Loko, MeskanieOdchod, PocNaprav, PocVoznov, Vlak
34042200, 34652800, 300, 623, Nex, 1673, 3630, 1717, 152, 38, 45043
34042200, 34652800, 300, 0, Nex, 0, 3630, -7320, 0, 0, 45047
34042200, 34652800, 300, 124, Nex, 424, 3630, -311, 20, 5, 45047
34042200, 34652800, 300, 396, Nex, 553, 3630, -64920, 80, 20, 45730
34042200, 34652800, 300, 0, Nex, 0, , -33600, 0, 0, 45730
34042200, 34652800, 300, 0, Nex, 0, 1300, -70380, 0, 0, 45732
34042200, 34652800, 300, 458, Nex, 1902, 1300, -14131, 122, 31, 45732
34042200, 34652800, 300, 518, Nex, 603, 3700, 1427, 68, 17, 46721
34042200, 34652800, 300, 0, Nex, 0, , -92880, 0, 0, 46733
34042200, 34652800, 300, 0, Nex, 0, , -92460, 0, 0, 46753
34042200, 34652800, 300, 0, Nex, 0, , -90780, 0, 0, 46765
34042200, 34652800, 360, 542, Pn, 1904, 3630, -923, 88, 22, 46779
34042200, 34652800, 360, 19, Lv, 125, 3630, -28187, 6, 1, 46801
34042200, 34652800, 300, 0, Pn, 0, 3266, -96960, 0, 0, 47005
34042200, 34652800, 300, 385, Pn, 2009, 3266, 3414, 108, 27, 47005
34042200, 34652800, 300, 0, Nex, 0, 3266, -95220, 0, 0, 47041
34042200, 34652800, 300, 20, Lv, 87, 3266, -37165, 4, 1, 47045
34042200, 34652800, 300, 239, Nex, 498, 3266, -31740, 76, 19, 47049
34042200, 34652800, 300, 342, Nex, 1812, 3266, -28383, 100, 25, 47049
34042200, 34652800, 300, 328, Nex, 1884, 3266, -40388, 100, 25, 47053
34042200, 34652800, 360, 535, Nex, 567, 1300, -79140, 80, 20, 47201
34042200, 34652800, 360, 558, Nex, 667, 1300, -66060, 96, 24, 47201
34042200, 34652800, 360, 0, Nex, 0, 1630, -77340, 0, 0, 47334
34042200, 34652800, 300, 466, Nex, 891, 7530, -49665, 100, 25, 47855
34042200, 34652800, 300, 0, Nex, 0, , -79080, 0, 0, 48055
34042200, 34652800, 300, 509, Nex, 2751, 2160, -4508, 156, 39, 48055
34042200, 34652800, 360, 371, Pn, 1970, 1890, -2260, 104, 26, 48071
34042200, 34652800, 360, 372, Pn, 2049, 1890, -5451, 104, 26, 48073
34042200, 34652800, 360, 0, Pn, 0, 1300, -74580, 0, 0, 48225
34042200, 34652800, 300, 607, Nex, 1184, 1220, 4699, 80, 20, 48330
34042200, 34652800, 300, 483, Nex, 901, 1230, -43475, 64, 16, 48358
34042200, 34652800, 300, 0, Pn, 0, , -60060, 0, 0, 48738
34042200, 34652800, 300, 396, Pn, 810, 3630, 9534, 116, 29, 48738
34042200, 34652800, 360, 326, Pn, 1620, 3630, -38646, 92, 23, 52795
34042200, 34652800, 360, 326, Pn, 1684, 3630, 3556, 92, 23, 52801
34042200, 34652800, 540, 311, Pn, 1025, 1500|1600, -43804, 64, 16, 54502
34042200, 34652800, 360, 593, Nex, 768, 1230, -5449, 112, 23, 54624
34042200, 34652800, 300, 418, Nex, 1379, 1300, -17902, 94, 16, 54750
34042200, 34652800, 330, 394, Pn, 1607, 1820, -12834, 86, 21, 54862
34042200, 34652800, 300, 0, Pn, 0, , -80160, 0, 0, 55199
34042200, 34652800, 300, 586, Nex, 936, 1400, 13641, 92, 38, 55336
34042200, 34652800, 300, 0, Nex, 0, , -77700, 0, 0, 55354
34042200, 34652800, 360, 572, Pn, 853, 1310, -8259, 144, 36, 55434
34042200, 34652800, 360, 425, Pn, 2087, 1830, -6636, 124, 31, 55490
34042200, 34652800, 330, 462, Pn, 2085, 1810, -25879, 130, 32, 55494
34042200, 34652800, 300, 436, Pn, 1428, 1300, -26070, 88, 22, 55588
34042200, 34652800, 360, 534, Nex, 650, 3700|3700, -2708, 80, 20, 55637
34042200, 34652800, 270, 566, Pn, 636, 7530, -28868, 69, 21, 55864
34042200, 34652800, 270, 364, Pn, 1898, 3650, -25602, 88, 22, 56026
34042200, 34652800, 390, 81, Sluz, 179, 4840, -1052, 24, 6, 56060
34042200, 34652800, 450, 156, Pn, 359, 7400|7400, -11332, 48, 12, 56110
34042200, 34652800, 360, 312, Pn, 571, 7420|7420, -756, 80, 20, 56136
34042200, 34652800, 300, 18, Lv, 85, 1300, -10483, 4, 1, 56217
34042200, 34652800, 300, 534, Pn, 866, 1500, -10696, 140, 35, 56295
34042200, 34652800, 360, 180, Pn, 1106, 1810, -9450, 54, 7, 56329
34042200, 34652800, 240, 20, Lv, 89, 3630, -8393, 4, 1, 56351
34042200, 34652800, 360, 344, Pn, 1952, 1890, -2287, 100, 25, 56397
34042200, 34652800, 360, 320, Pn, 502, 7400, -8221, 84, 21, 56497
34042200, 34652800, 360, 558, Nex, 667, 1300, -19930, 96, 24, 56519
34042200, 34652800, 330, 367, Pn, 743, 3630, 376080, 120, 30, 59675
34042200, 34652800, 330, 367, Pn, 743, 3630, 376080, 120, 30, 59675
34042200, 34652800, 300, 107, Nex, 224, 1630, -1232, 18, 5, 60050
34042200, 34652800, 300, 91, Nex, 200, 1630, 91, 16, 4, 60052
34042200, 34652800, 300, 91, Nex, 203, 3630, -331, 16, 4, 60052
34042200, 34652800, 300, 101, Nex, 192, 3630, 291, 16, 7, 60054
34042200, 34652800, 300, 101, Nex, 192, 3630, 139, 16, 7, 60054
34042200, 34652800, 300, 136, Nex, 560, 1300, -1070, 28, 7, 60100
34042200, 34652800, 300, 299, Nex, 654, 1300, -2805, 64, 14, 60102
34042200, 34652800, 300, 303, Nex, 541, 1300, -2746, 64, 13, 60102
34042200, 34652800, 360, 263, Nex, 878, 3630, -3248, 56, 14, 60106
34042200, 34652800, 300, 71, Nex, 195, 1300, 5351, 12, 4, 60209
34042200, 34652800, 360, 0, Nex, 0, , -12060, 0, 0, 60400
34042200, 34652800, 360, 0, Nex, 0, , -12060, 0, 0, 60400
34042200, 34652800, 330, 0, Nex, 0, , -72300, 0, 0, 60402
34042200, 34652800, 330, 263, Nex, 805, 1630, 6792, 48, 12, 60402
34042200, 34652800, 300, 466, Nex, 1612, 1300, 2367, 92, 23, 60409
34042200, 34652800, 300, 286, Nex, 1091, 1300, 3028, 64, 16, 60409
34042200, 34652800, 360, 0, Nex, 0, 1630, -79860, 0, 0, 60413
34042200, 34652800, 300, 645, Nex, 1397, 1630, -1993, 122, 27, 61010
34042200, 34652800, 300, 645, Nex, 1529, 1630, -1333, 122, 25, 61010
34042200, 34652800, 300, 0, Nex, 0, 3630, -36240, 0, 0, 61520
34042200, 34652800, 360, 254, Pn, 780, 3630, -4251, 64, 16, 62000
34042200, 34652800, 360, 475, Pn, 1038, 1300, 2204, 130, 32, 62010
34042200, 34652800, 360, 438, Pn, 826, 1300, -2869, 116, 36, 62010
34042200, 34652800, 360, 233, Pn, 495, 1630, 28, 62, 16, 62012
34042200, 34652800, 360, 199, Pn, 690, 1300, 24, 42, 10, 62014
34042200, 34652800, 360, 287, Pn, 554, 1300, -1605, 78, 21, 62016
34042200, 34652800, 360, 486, Pn, 1716, 1300, -2893, 108, 27, 62172
34042200, 34652800, 360, 346, Pn, 1843, 1630, -4605, 98, 15, 64000
34042200, 34652800, 300, 384, Pn, 703, 3630, -27587, 120, 30, 64100
34042200, 34652800, 360, 0, Pn, 0, 1200|1300, -34200, 0, 0, 64400
34042200, 34652800, 360, 0, Pn, 0, 3630, -42540, 0, 0, 65523
34042200, 34652800, 360, 0, Pn, 0, 1300, -45660, 0, 0, 65524
34042200, 34652800, 360, 207, Pn, 466, 1300, -26106, 64, 16, 65524
34042200, 34652800, 420, 380, Pn, 1197, 1930, -14942, 96, 24, 69150
34042200, 34652800, 360, 428, Pn, 2459, 1810|7530, -31217, 128, 32, 69230
34042200, 34652800, 300, 451, Nex, 973, 3830, -14407, 104, 26, 69510
34042200, 34652800, 480, 0, Mn, 0, 7310, -79260, 0, 0, 81110
34042200, 34652800, 480, 0, Mn, 0, 7310, -38460, 0, 0, 81110
34042200, 34652800, 540, 248, Mn, 851, 7310, -4162, 44, 11, 81112
34042200, 34652800, 330, 14, Sluz, 24, 4390, -102, 2, 1, 101714
34042200, 34652800, 240, 36, Sluz, 92, 1390, -4123, 8, 2, 101716
34042200, 34652800, 390, 14, Sluz, 24, 4390, -6541, 2, 1, 203224
34042200, 34652800, 660, 12, Sluz, 14, 6280, 3749, 4, 2, 303224
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13351
34144600, 34804500, 840, 29, Os, 47, 8140, -180, 4, 2, 13353
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13355
34144600, 34804500, 840, 29, Os, 47, 8140, -300, 4, 2, 13357
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13359
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13361
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13363
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13365
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13367
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13369
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13371
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13373
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13375
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13377
34144600, 34804500, 840, 29, Os, 47, 8140, 0, 4, 2, 13377
34144600, 34804500, 990, 78, Mn, 150, 7420, -17820, 18, 7, 80351
34164400, 34804500, 780, 14, Os, 24, 8100, 0, 2, 1, 13301
34164400, 34804500, 840, 14, Os, 24, 8100, 0, 2, 1, 13303
34164400, 34804500, 840, 28, Os, 48, 8100|8100, 0, 4, 2, 13305
34164400, 34804500, 840, 28, Os, 44, 8100, 0, 4, 2, 13307
34164400, 34804500, 840, 28, Os, 44, 8100, -180, 4, 2, 13309
34164400, 34804500, 840, 28, Os, 44, 8100, 0, 4, 2, 13315
34164400, 34804500, 840, 28, Os, 44, 8100, 0, 4, 2, 13317
34164400, 34804500, 840, 28, Os, 44, 8100, 0, 4, 2, 13319
34164400, 34804500, 840, 14, Os, 24, 8100, 0, 2, 1, 13331
34164400, 34804500, 840, 28, Os, 44, 8100, 0, 4, 2, 13333
34164400, 34804500, 840, 14, Os, 24, 8100, 0, 2, 1, 13335
34164400, 34804500, 1080, 108, Mn, 438, 7420, -2100, 24, 6, 80313
34164400, 34804500, 1080, 0, Mn, 0, 7420, -74460, 0, 0, 80315
34164400, 34804500, 1140, 259, Pn, 1460, 7400, -3420, 84, 21, 80937
34434100, 38274700, 240, 45, Sp, 99, 8420, -360, 8, 2, 1642
34434100, 38274700, 150, 80, Os, 180, 4710, 0, 12, 3, 2831
34434100, 38274700, 150, 80, Os, 180, 4710, -180, 12, 3, 2833
34434100, 38274700, 30, 123, Os, 265, 4600|4710, 180, 20, 5, 2835
34434100, 38274700, 150, 80, Os, 180, 4710, 60, 12, 3, 2837
34434100, 38274700, 150, 123, Os, 265, 4600|4710, 0, 20, 5, 2841
34434100, 38274700, 210, 123, Os, 265, 4600|4710, -120, 20, 5, 2843
34434100, 38274700, 150, 80, Os, 180, 4710, -120, 12, 3, 2845
34434100, 38274700, 150, 80, Os, 180, 4710, -600, 12, 3, 2849
34434100, 38274700, 150, 123, Os, 265, 4600|4710, -420, 20, 5, 2849
34434100, 38274700, 150, 80, Os, 180, 4710, 0, 12, 3, 2851
34434100, 38274700, 150, 80, Os, 180, 4710, 0, 12, 3, 2851
34434100, 38274700, 210, 123, Os, 265, 4600|4710, -60, 20, 5, 2857
34434100, 38274700, 210, 123, Os, 265, 4600|4600, -60, 20, 5, 2871
34434100, 38274700, 210, 123, Os, 265, 4600|4600, -240, 20, 5, 2873
34434100, 38274700, 210, 123, Os, 265, 4600|4600, -180, 20, 5, 2875
34434100, 38274700, 210, 123, Os, 265, 4600|4600, -180, 20, 5, 2877
34434100, 38274700, 210, 123, Os, 265, 4600|4600, 0, 20, 5, 2879
34434100, 38274700, 210, 123, Os, 265, 4600|4600, -360, 20, 5, 2881
34434100, 38274700, 210, 65, Os, 137, 8430, -120, 12, 3, 2883
34434100, 38274700, 210, 65, Os, 137, 8430, -300, 12, 3, 2885
34434100, 38274700, 210, 80, Sv, 155, 4710, -840, 12, 3, 2993
34434100, 38274700, 210, 65, Os, 137, 8430, -300, 12, 3, 3403
34434100, 38274700, 210, 80, Os, 180, 4710, -660, 12, 3, 3405
34434100, 38274700, 150, 80, Os, 180, 4710, -60, 12, 3, 3407
34434100, 38274700, 210, 80, Os, 180, 4710, -480, 12, 3, 3409
34434100, 38274700, 150, 123, Os, 265, 4600|4710, -120, 20, 5, 3411
34434100, 38274700, 210, 80, Os, 180, 4710, -120, 12, 3, 3413
34434100, 38274700, 150, 80, Os, 180, 4710, 0, 12, 3, 3415
34434100, 38274700, 150, 123, Os, 265, 4600|4710, 0, 20, 5, 3417
34434100, 38274700, 150, 80, Os, 180, 4710, 0, 12, 3, 3419
34434100, 38274700, 210, 123, Os, 265, 4600|4710, 0, 20, 5, 3421
34434100, 38274700, 150, 80, Os, 180, 4710, -120, 12, 3, 3423
34434100, 38274700, 150, 80, Os, 180, 4710, -240, 12, 3, 3425
34434100, 38274700, 210, 123, Os, 265, 4600|4710, -60, 20, 5, 3427
34434100, 38274700, 150, 80, Os, 180, 4710, -120, 12, 3, 3429
34434100, 38274700, 210, 80, Os, 180, 4710, -540, 12, 3, 3431
34434100, 38274700, 210, 80, Os, 180, 4710, -60, 12, 3, 3433
34434100, 38274700, 240, 230, Nex, 780, 1310|1310, 5340, 60, 15, 45771
34434100, 38274700, 300, 0, Pn, 0, 1228, -94020, 0, 0, 49233
34434100, 38274700, 300, 425, Pn, 2279, 1228|1600, -55260, 120, 30, 49233
34434100, 38274700, 300, 640, Pn, 3422, 1600|1600|1600|1600, -46320, 184, 46, 54957
34434100, 38274700, 300, 655, Nex, 916, 1600|1600, -32880, 104, 26, 55532
34434100, 38274700, 300, 634, Pn, 2576, 1600|1600, 1980, 117, 44, 55762
34434100, 38274700, 210, 33, Lv, 144, 7530|7530, 780, 8, 2, 55933
34434100, 38274700, 180, 0, Pn, 0, , -3060, 0, 0, 55969
34434100, 38274700, 180, 608, Pn, 807, 1820, -5820, 82, 20, 55969
34434100, 38274700, 300, 640, Pn, 3429, 1600|1600|1600|1600, -3360, 180, 45, 56017
34434100, 38274700, 180, 599, Pn, 1523, 1630, -3450, 138, 35, 56021
34434100, 38274700, 120, 33, Lv, 144, 7530|7530, 1500, 8, 2, 56204
34434100, 38274700, 300, 604, Pn, 763, 1110, -660, 80, 20, 56304
34434100, 38274700, 450, 18, Lv, 85, 1300, -6150, 4, 1, 56361
34434100, 38274700, 300, 589, Pn, 1028, 7420|7420, -34320, 168, 42, 56437
34434100, 38274700, 240, 28, Lv, 144, 7400|7400, -10920, 8, 2, 56501
34434100, 38274700, 120, 18, Lv, 85, 1220, -9780, 4, 1, 56542
34434100, 38274700, 300, 425, Pn, 2433, 1830, -4260, 126, 31, 56614
34434100, 38274700, 300, 577, Pn, 1047, 3630, -1200, 142, 36, 56680
34434100, 38274700, 180, 28, Lv, 144, 7400|7400, -2400, 8, 2, 56694
34434100, 38274700, 360, 429, Pn, 907, 7400|7700, -20220, 128, 32, 69355
34434100, 38274700, 120, 17, Lv, 87, 7420, -16080, 4, 1, 72592
34434100, 38314100, 150, 150, Ex, 349, 3800, -120, 24, 6, 101
34434100, 38314100, 150, 150, Ex, 341, 3800, -240, 24, 6, 103
34434100, 38314100, 150, 150, Ex, 350, 3800, -360, 24, 6, 105
34434100, 38314100, 210, 149, Ex, 345, 1098, -180, 24, 6, 112
34434100, 38314100, 180, 200, Ex, 446, 1510, -180, 32, 8, 114
34434100, 38314100, 180, 202, Ex, 453, 1510, -480, 32, 8, 116
34434100, 38314100, 150, 150, Ex, 360, 3800, -300, 24, 6, 131
34434100, 38314100, 180, 149, Ex, 346, 1510, -1140, 24, 6, 140
34434100, 38314100, 180, 147, Ex, 343, 1510, -960, 24, 6, 142
34434100, 38314100, 180, 174, Ex, 392, 1510, -240, 28, 7, 144
34434100, 38314100, 150, 185, Ex, 412, 6800|6820|6830|6840, -2520, 28, 7, 240
34434100, 38314100, 120, 177, Ex, 420, 3800, 60, 28, 7, 407
34434100, 38314100, 210, 409, Ex, 834, 7570, -3780, 64, 16, 442
34434100, 38314100, 150, 176, Ex, 398, 1510, -540, 28, 7, 502
34434100, 38314100, 150, 184, Ex, 412, 6800|6820|6830|6840, -120, 28, 7, 504
34434100, 38314100, 150, 185, Ex, 412, 6800|6820|6830|6840, -180, 28, 7, 506
34434100, 38314100, 150, 176, Ex, 398, 6800, -300, 28, 7, 510
34434100, 38314100, 150, 185, Ex, 412, 6800|6820|6830|6840, -240, 28, 7, 512
34434100, 38314100, 180, 149, Ex, 337, 3710, -180, 24, 6, 514
34434100, 38314100, 150, 185, Ex, 412, 6800|6820|6830|6840, -60, 28, 7, 516
34434100, 38314100, 180, 149, Ex, 346, 1510, -240, 24, 6, 544
34434100, 38314100, 240, 96, Ex, 241, 1510, -2100, 16, 4, 546
34434100, 38314100, 150, 122, Ex, 289, 3800, -120, 20, 5, 591
34434100, 38314100, 180, 91, R, 215, 1502, -60, 16, 4, 640
34434100, 38314100, 180, 166, R, 358, 3620, -60, 28, 7, 820
34434100, 38314100, 180, 166, R, 359, 3620, -720, 28, 7, 824
34434100, 38314100, 180, 166, R, 358, 3620, -60, 28, 7, 826
34434100, 38314100, 180, 166, R, 359, 3620, -420, 28, 7, 828
34434100, 38314100, 180, 166, R, 359, 3620, -120, 28, 7, 830
34434100, 38314100, 180, 166, R, 359, 3620, -600, 28, 7, 832
34434100, 38314100, 180, 166, R, 358, 3620, -300, 28, 7, 834
34434100, 38314100, 180, 166, R, 359, 3620, -240, 28, 7, 836
34434100, 38314100, 180, 166, R, 359, 3620, -720, 28, 7, 838
34434100, 38314100, 180, 166, R, 358, 3620, -360, 28, 7, 840
34434100, 38314100, 180, 166, R, 358, 3620, -60, 28, 7, 842
34434100, 38314100, 180, 191, R, 403, 3620, -180, 32, 8, 844
34434100, 38314100, 180, 164, R, 351, 3620, -120, 28, 7, 846
34434100, 38314100, 180, 166, R, 358, 3620, -60, 28, 7, 848
34434100, 38314100, 180, 229, Ex, 489, 1620, -120, 36, 9, 1000
34434100, 38314100, 180, 229, Ex, 491, 1620, -120, 36, 9, 1002
34434100, 38314100, 180, 229, Ex, 492, 1620, -180, 36, 9, 1004
34434100, 38314100, 180, 202, Ex, 442, 1620, -1800, 32, 8, 1006
34434100, 38314100, 180, 229, Ex, 495, 1620, -3480, 36, 9, 1008
34434100, 38314100, 180, 229, Ex, 491, 1620, -1140, 36, 9, 1010
34434100, 38314100, 180, 229, Ex, 494, 1620, -2460, 36, 9, 1012
34434100, 38314100, 180, 229, Ex, 489, 1620, -1020, 36, 9, 1014
34434100, 38314100, 180, 255, Ex, 537, 1620, -1740, 40, 10, 1016
34434100, 38314100, 180, 202, Ex, 442, 1620, -1140, 32, 8, 1018
34434100, 38314100, 240, 308, Ex, 646, 1620, -360, 48, 12, 1020
34434100, 38314100, 240, 308, Ex, 646, 1620, -120, 48, 12, 1020
34434100, 38314100, 180, 60, Sv, 205, 1110|1502, -450, 12, 3, 1306
34434100, 38314100, 150, 90, Ex, 169, 4800, -360, 12, 1, 1350
34434100, 38314100, 150, 90, Ex, 169, 4800, -600, 12, 1, 1358
34434100, 38314100, 150, 90, Ex, 169, 4800, -360, 12, 1, 1362
34434100, 38314100, 150, 90, Ex, 169, 4800, -1980, 12, 1, 1366
34434100, 38314100, 150, 80, Os, 180, 4710, -420, 12, 3, 2936
34434100, 38314100, 150, 80, Os, 180, 4710, -300, 12, 3, 2940
34434100, 38314100, 150, 80, Os, 180, 4710, -900, 12, 3, 2942
34434100, 38314100, 150, 80, Os, 180, 4710, -60, 12, 3, 2944
34434100, 38314100, 150, 80, Os, 180, 4710, -60, 12, 3, 2948
34434100, 38314100, 150, 53, Os, 115, 6500|6510, 0, 8, 2, 3050
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -120, 8, 2, 3052
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -300, 8, 2, 3054
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -120, 8, 2, 3056
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -120, 8, 2, 3058
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -60, 8, 2, 3060
34434100, 38314100, 150, 53, Os, 115, 6500|6510, 0, 8, 2, 3062
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -60, 8, 2, 3064
34434100, 38314100, 150, 53, Os, 115, 6500|6510, 0, 8, 2, 3064
34434100, 38314100, 150, 91, Os, 212, 1630, -360, 16, 4, 3302
34434100, 38314100, 150, 91, Os, 212, 1630, -180, 16, 4, 3304
34434100, 38314100, 150, 91, Os, 212, 1630, -240, 16, 4, 3306
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -60, 8, 2, 3360
34434100, 38314100, 90, 53, Os, 115, 6500|6510, 0, 8, 2, 3362
34434100, 38314100, 90, 53, Os, 115, 6500|6510, 0, 8, 2, 3364
34434100, 38314100, 150, 53, Os, 115, 6500|6510, -600, 8, 2, 3368
34434100, 38314100, 180, 29, Os, 47, 8140, 0, 4, 2, 3372
34434100, 38314100, 180, 29, Os, 47, 8140, -300, 4, 2, 3372
34434100, 38314100, 180, 14, Sv, 20, 8100, 720, 2, 1, 21960
34434100, 38314100, 180, 28, Sv, 35, 8100, 1920, 4, 2, 21966
34434100, 38314100, 180, 623, Nex, 1673, 3630, 2220, 152, 38, 45043
34434100, 38314100, 180, 0, Nex, 0, 3630, -7320, 0, 0, 45047
34434100, 38314100, 180, 124, Nex, 424, 3630, -1020, 20, 5, 45047
34434100, 38314100, 180, 518, Nex, 603, 3700, 600, 68, 17, 46721
34434100, 38314100, 180, 0, Nex, 0, , -92880, 0, 0, 46733
34434100, 38314100, 150, 0, Nex, 0, , -92460, 0, 0, 46753
34434100, 38314100, 180, 0, Nex, 0, , -90780, 0, 0, 46765
34434100, 38314100, 180, 542, Pn, 1904, 3630, -2400, 88, 22, 46779
34434100, 38314100, 180, 0, Pn, 0, 3266, -96960, 0, 0, 47005
34434100, 38314100, 180, 385, Pn, 2009, 3266, 3660, 108, 27, 47005
34434100, 38314100, 180, 0, Nex, 0, 3266, -95220, 0, 0, 47041
34434100, 38314100, 180, 239, Nex, 498, 3266, -34200, 76, 19, 47049
34434100, 38314100, 180, 342, Nex, 1812, 3266, -30780, 100, 25, 47049
34434100, 38314100, 180, 328, Nex, 1884, 3266, -39720, 100, 25, 47053
34434100, 38314100, 150, 535, Nex, 567, 1300, -79140, 80, 20, 47201
34434100, 38314100, 150, 558, Nex, 667, 1300, -66060, 96, 24, 47201
34434100, 38314100, 180, 466, Nex, 891, 7530, -48900, 100, 25, 47855
34434100, 38314100, 180, 0, Nex, 0, , -79080, 0, 0, 48055
34434100, 38314100, 180, 509, Nex, 2751, 2160, -3900, 156, 39, 48055
34434100, 38314100, 180, 371, Pn, 1970, 1890, -2280, 104, 26, 48071
34434100, 38314100, 180, 372, Pn, 2049, 1890, -4800, 104, 26, 48073
34434100, 38314100, 180, 0, Pn, 0, 1300, -74580, 0, 0, 48225
34434100, 38314100, 300, 311, Pn, 1025, 1500|1600, -49080, 64, 16, 54502
34434100, 38314100, 180, 0, Pn, 0, , -80160, 0, 0, 55199
34434100, 38314100, 180, 586, Nex, 936, 1400, 12780, 92, 38, 55336
34434100, 38314100, 180, 0, Nex, 0, , -77700, 0, 0, 55354
34434100, 38314100, 180, 425, Pn, 2087, 1830, -7380, 124, 31, 55490
34434100, 38314100, 180, 462, Pn, 2085, 1810, -20130, 130, 32, 55494
34434100, 38314100, 240, 534, Nex, 650, 3700|3700, -6270, 80, 20, 55637
34434100, 38314100, 150, 566, Pn, 636, 7530, -27960, 69, 21, 55864
34434100, 38314100, 180, 14, Lv, 64, 7420, -4260, 4, 1, 55984
34434100, 38314100, 180, 312, Pn, 571, 7420|7420, 780, 80, 20, 56136
34434100, 38314100, 180, 534, Pn, 866, 1500, -7680, 140, 35, 56295
34434100, 38314100, 180, 180, Pn, 1106, 1810, -13800, 54, 7, 56329
34434100, 38314100, 150, 20, Lv, 89, 3630, -9960, 4, 1, 56351
34434100, 38314100, 180, 344, Pn, 1952, 1890, -1080, 100, 25, 56397
34434100, 38314100, 180, 320, Pn, 502, 7400, -8280, 84, 21, 56497
34434100, 38314100, 180, 16, Lv, 69, 7310, -15480, 4, 1, 56518
34434100, 38314100, 150, 558, Nex, 667, 1300, -20040, 96, 24, 56519
34434100, 38314100, 210, 19, Lv, 80, 2230, -3390, 4, 1, 56555
34434100, 38314100, 120, 107, Nex, 224, 1630, -960, 18, 5, 60050
34434100, 38314100, 120, 91, Nex, 200, 1630, 60, 16, 4, 60052
34434100, 38314100, 120, 91, Nex, 203, 3630, -420, 16, 4, 60052
34434100, 38314100, 150, 101, Nex, 192, 3630, 180, 16, 7, 60054
34434100, 38314100, 150, 101, Nex, 192, 3630, -60, 16, 7, 60054
34434100, 38314100, 180, 136, Nex, 560, 1300, -1440, 28, 7, 60100
34434100, 38314100, 150, 263, Nex, 878, 3630, -3780, 56, 14, 60106
34434100, 38314100, 300, 71, Nex, 195, 1300, 3960, 12, 4, 60209
34434100, 38314100, 360, 0, Nex, 0, , -72300, 0, 0, 60402
34434100, 38314100, 360, 263, Nex, 805, 1630, 2400, 48, 12, 60402
34434100, 38314100, 360, 466, Nex, 1612, 1300, 2100, 92, 23, 60409
34434100, 38314100, 360, 286, Nex, 1091, 1300, 2400, 64, 16, 60409
34434100, 38314100, 360, 0, Nex, 0, 1630, -79860, 0, 0, 60413
34434100, 38314100, 180, 254, Pn, 780, 3630, -3720, 64, 16, 62000
34434100, 38314100, 180, 475, Pn, 1038, 1300, 2220, 130, 32, 62010
34434100, 38314100, 180, 438, Pn, 826, 1300, -3120, 116, 36, 62010
34434100, 38314100, 180, 233, Pn, 495, 1630, 300, 62, 16, 62012
34434100, 38314100, 180, 199, Pn, 690, 1300, 2340, 42, 10, 62014
34434100, 38314100, 240, 290, Pn, 581, 1300, -2280, 86, 21, 62016
34434100, 38314100, 180, 419, Pn, 1620, 1300, -3360, 112, 28, 62020
34434100, 38314100, 180, 18, Lv, 85, 1300, 6660, 4, 1, 62022
34434100, 38314100, 180, 346, Pn, 1843, 1630, -2640, 98, 15, 64000
34434100, 38314100, 180, 19, Lv, 125, 3630, -39600, 6, 1, 64300
34434100, 38314100, 180, 15, Lv, 71, 1110, -31560, 4, 1, 64600
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, -4020, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, -4020, 0, 0, 65523
34434100, 38314100, 180, 0, Pn, 0, 3630, -42540, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
34434100, 38314100, 180, 650, Pn, 2000, 3630, 0, 0, 0, 65523
